요양기관명,시도코드명,시군구코드명,주소,위도,경도
진소아청소년과의원,경상남도,양산시,"경상남도 양산시 동면 내송큰들로 35, 에듀프라자 204, 205호",35.3216897,129.0681418
진소아청소년과의원,경기도,화성시,"경기도 화성시 병점2로 65, 303호 (병점동, 우남프라자)",37.207802,127.0433343
진연합의원,경상북도,의성군,"경상북도 의성군 의성읍 문소3길 109, (의성읍)",36.355355,128.6936814
진월연합소아청소년과의원,광주광역시,광주남구,"광주광역시 남구 효우로 79, 2층 (노대동)",35.1065096,126.904642
진주소아과의원,경상남도,진주시,"경상남도 진주시 진주대로 558, 2층 (가좌동)",35.1563908,128.1077651
차소아과의원,서울특별시,강남구,"서울특별시 강남구 선릉로 654, 2층 (삼성동)",37.515062,127.0423659
차소아청소년과의원,전라남도,광양시,"전라남도 광양시 광양읍 칠성로 55, (광양읍)",34.9790513,127.5846479
차소아청소년과의원,경기도,안양동안구,"경기도 안양시 동안구 학의로 168, 201,202호 (관양동, 공작럭키아파트 상가)",37.4006011,126.9576082
차소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 태장로 73, (망포동, 정석그린프라자 404호)",37.2392978,127.0543093
참빛소아청소년과의원,서울특별시,중랑구,"서울특별시 중랑구 상봉로 118, 4층 (망우동, 이마트)",37.5964815,127.0934539
참사랑소아과의원,서울특별시,성동구,"서울특별시 성동구 마장로35길 76, 310호 (마장동, 현대(아)상가)",37.5694591,127.0425481
참사랑소아과의원,제주특별자치도,제주시,"제주특별자치도 제주시 우정로 56, (외도일동)",33.4879737,126.4307228
참사랑소아청소년과의원,경상남도,창원성산구,"경상남도 창원시 성산구 원이대로473번길 22, (반림동, 반림상가 3층 1호)",35.2355084,128.670653
참사랑소아청소년과의원,경기도,파주시,"경기도 파주시 청석로 256, 교하일번가빌딩 404호, 407호 (동패동)",37.7246839,126.7177405
참사랑의원,서울특별시,노원구,"서울특별시 노원구 누원로 22, (상계동, 수락리버시티4단지 크로바프라자203호)",37.686337,127.0533771
참서울소아청소년과의원,경기도,광주시,"경기도 광주시 오포읍 능평로 63, (오포읍)",37.3521258,127.1657677
참소망연합의원,부산광역시,부산사상구,"부산광역시 사상구 가야대로 300, (주례동)",35.1504147,129.0054205
참소아과의원,경기도,안산상록구,"경기도 안산시 상록구 월피로 31, 2층 202호 (월피동, 한양아파트 상가1동)",37.3323126,126.8482916
참소아청소년과의원,경기도,수원권선구,"경기도 수원시 권선구 금호로 230, (탑동)",37.2752684,126.9753289
참소아청소년과의원,전라남도,나주시,"전라남도 나주시 나주로 195, (중앙동)",35.0328938,126.7199034
참소아청소년과의원,경기도,남양주시,"경기도 남양주시 퇴계원읍 퇴계원로 30, 2층 (보성빌딩)",37.6493488,127.141335
참외과 참소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 백제고분로 463, 302호303호 (방이동)",37.5120189,127.1126823
참조은산부인과의원,경상남도,진주시,"경상남도 진주시 진양호로 317, (신안동)",35.1816701,128.066058
참조은소아청소년과의원,전라남도,여수시,"전라남도 여수시 여서로 173, (여서동)",34.7488483,127.7006221
참조은소아청소년과의원,경기도,수원장안구,"경기도 수원시 장안구 서부로2197번길 47-1, 4층 (율전동)",37.3041166,126.9702102
참조은연합의원,전라남도,여수시,"전라남도 여수시 장성3길 52, (안산동)",34.754371,127.6538386
참좋은소아청소년과의원,대전광역시,대전대덕구,"대전광역시 대덕구 대덕대로 1555, 상가동 3층 304호 (석봉동, 금강엑슬루타워)",36.4514644,127.4203433
참좋은소아청소년과의원,경기도,화성시,"경기도 화성시 향남읍 발안로 107, 태성프라자 404~406호",37.1317197,126.9223811
참좋은의원,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 301, 511동 103~104호 (망우동, 신내역 힐데스하임 참좋은아파트)",37.6046995,127.0884242
채소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 장기로 217, 2층 (본리동)",35.8399563,128.5382448
채움소아청소년과의원,서울특별시,양천구,"서울특별시 양천구 남부순환로 603, 2층 (신월동)",37.5152106,126.8406704
철산김소아과의원,경기도,광명시,"경기도 광명시 도덕공원로 17, 가상가동 2층 210호 (철산동, 도덕파크타운)",37.4709173,126.8664074
첨단메디케어의원,광주광역시,광주광산구,"광주광역시 광산구 월계로 223-8, 110,111동 109 123 124 201~208일부 210~212호 (쌍암동, 중흥S클래스 리버시티 주상복합 아파트)",35.213973,126.8505576
청담드림소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 삼성로 712, 지하1층 (청담동)",37.5197133,127.0501421
청담마인소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 학동로 413, 청담빌딩 202호 (청담동)",37.5182096,127.0451825
청담소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 독서당로 302, 1층 (금호동4가)",37.545465,127.0243047
청담소아청소년과의원,충청남도,아산시,"충청남도 아산시 번영로234번길 2, 401~403호 (모종동, 메디포스빌딩 )",36.7836923,127.0164801
청담여성의원,대전광역시,대전서구,"대전광역시 서구 월평중로 36, 4층 (월평동)",36.3579107,127.3641752
청담이든소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 삼성로 620, 블래스톤리조트, 2층일부 (삼성동)",37.5149739,127.0526267
청당라이프의원,충청남도,천안동남구,"충청남도 천안시 동남구 청당5로 36, 4층 401,402호 (청당동)",36.7794735,127.152304
청당진소아청소년과의원,충청남도,천안동남구,"충청남도 천안시 동남구 청당5로 36, 4층 404호 (청당동)",36.7834019,127.1449272
청라미소소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 청라커낼로288번길 10, 더스페이스타워 505호 (청라동)",37.5338813,126.645718
청라튼튼소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 솔빛로 24, 2층 (경서동, 부영프라자)",37.523684,126.6240651
초록소아청소년과의원,인천광역시,인천미추홀구,"인천광역시 미추홀구 독배로 311, 5층 503호 (용현동, 비젼프라자)",37.4481322,126.6491308
초록소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 호산로 125, 203호 (파호동, 삼성명가타운상가)",35.8511922,128.4775956
최경훈소아과의원,서울특별시,강동구,"서울특별시 강동구 상암로 195, (명일동, 에이플러스)",37.5465885,127.1441673
최경희소아과의원,대구광역시,대구동구,"대구광역시 동구 화랑로80길 18, 2층 (방촌동)",35.8752059,128.6681801
최관수소아과의원,대구광역시,대구동구,"대구광역시 동구 아양로 183-1, (신암동)",35.8858509,128.6332442
최낙원소아청소년과의원,인천광역시,인천계양구,"인천광역시 계양구 장제로 911, (병방동)",37.5454822,126.7491199
최덕철소아청소년과의원,부산광역시,부산영도구,"부산광역시 영도구 동삼로 23, 4층 (동삼동)",35.0759083,129.0719035
최동석소아청소년과의원,충청북도,청주상당구,"충청북도 청주시 상당구 월평로 182, (용암동)",36.6100306,127.5043748
최봉근소아과의원,부산광역시,부산동래구,"부산광역시 동래구 충렬대로 467, (안락동)",35.1998741,129.1121339
최사영소아과의원,광주광역시,광주북구,"광주광역시 북구 서하로 389, 2층 (문흥동)",35.18537010000001,126.9227084
최상묵소아청소년과의원,경기도,수원장안구,"경기도 수원시 장안구 만석로19번길 29, 303호 (천천동, 부강프라자)",37.2965401,126.9829766
최상호소아청소년과의원,경상남도,창원성산구,"경상남도 창원시 성산구 동산로 124, (상남동, 성원그랜드쇼핑)",35.2193673,128.6915842
최선용소아청소년과의원,경상남도,양산시,"경상남도 양산시 덕계로 115, (덕계동)",35.3774428,129.1539575
최성민연합소아청소년과의원,경상북도,경주시,"경상북도 경주시 유림로 107, 근린생활시설3동 311,312,319호 (용강동, 두산위브트레지움)",35.8693989,129.2228466
최소아과의원,서울특별시,노원구,"서울특별시 노원구 마들로 111, (월계동)",37.6245902,127.0654159
최소아과의원,경기도,화성시,"경기도 화성시 남양읍 남양성지로 139-1, 3층 303호",37.2091134,126.8184268
최소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 여의대방로 417, 205호 (여의도동)",37.5210888,126.9343245
최소아청소년과의원,부산광역시,부산북구,"부산광역시 북구 시랑로 71, 2층 (구포동)",35.1994781,129.0058938
최소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 강남동로100번길 5-1, (상하동)",37.27276519999999,127.1371936
최소아청소년과의원,경기도,시흥시,"경기도 시흥시 진말로9번길 2, 2층 203호 (장곡동, 부석프라자)",37.3785684,126.7851742
최소아청소년과의원,경기도,남양주시,"경기도 남양주시 화도읍 마석중앙로 78, (화도읍)",37.6519235,127.3082569
최소아청소년과의원,경기도,안양만안구,"경기도 안양시 만안구 안양로 455, 2층 (석수동)",37.4105315,126.9113256
최소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 중앙로 450, 명성프라자 303,603호 (행신동)",37.618468,126.8454439
최소아청소년과의원,경기도,용인처인구,"경기도 용인시 처인구 중부대로 1360, 301호 (김량장동, 한솔빌딩)",37.2350529,127.2059977
최소영소아청소년과의원,울산광역시,울산중구,"울산광역시 중구 평동3길 1, 122동 202,203,204호 (유곡동, 울산유곡푸르지오)",35.5603258,129.3047858
최앤박소아청소년과의원,인천광역시,인천미추홀구,"인천광역시 미추홀구 주안로 226, 2층 216호 (주안동)",37.4624727,126.6931917
최양숙소아청소년과의원,부산광역시,부산금정구,"부산광역시 금정구 금강로 442, 2층 (구서동, 보배빌딩)",35.2470124,129.089087
최영인소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 행당로 87, 103호 (행당동, 대림리빙프라자)",37.5572035,127.028576
최영주소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 수정로 81, 2층 202호 (태평동, 동인트루빌)",37.4509362,127.1389514
최원규소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 원일로115번길 5, (일산동)",37.3495786,127.948011
최원복소아청소년과의원,부산광역시,부산남구,"부산광역시 남구 수영로 323, 태강프라자 201호 (대연동)",35.1383231,129.1011243
최유상소아청소년과의원,경기도,평택시,"경기도 평택시 평택로32번길 22, (평택동)",36.9910105,127.0890535
최은혜소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 만수서로 52, 쓰리제이프라자 202호 일부호,203,204호, 3층 304호 (만수동)",37.4614152,126.7317624
최은희소아과의원,서울특별시,송파구,"서울특별시 송파구 오금로 512, (거여동, 2차쌍용APT상가 208호)",37.49847889999999,127.1442662
최재민소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 남부순환로 2615, 215호 (도곡동, 극동스타클래스)",37.4851013,127.035744
최재혁소아청소년과의원,충청남도,천안서북구,"충청남도 천안시 서북구 불당25로 182, 4층 4,5호 (불당동)",36.8173067,127.1087044
최재훈소아청소년과의원,전라북도,군산시,"전북특별자치도 군산시 조촌로 157, 3층 (조촌동)",35.9782145,126.7373681
최정미소아청소년과의원,울산광역시,울산남구,"울산광역시 남구 삼산중로 86, 4, 5층 (삼산동)",35.541243,129.335743
최정화소아청소년과의원,부산광역시,부산남구,"부산광역시 남구 분포로 113, 1001동 206호 (용호동, 엘지메트로시티분산1상가))",35.1258247,129.1099907
최종성소아청소년과의원,충청북도,증평군,"충청북도 증평군 증평읍 중앙로 206-1, 201호 (서울빌딩)",36.7841436,127.581655
최지원소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 월드컵북로38길 14, 3층 (중동)",37.5705013,126.9037469
최진소아청소년과의원,서울특별시,광진구,"서울특별시 광진구 뚝섬로 590, 2층 (자양동)",37.5331067,127.0752992
최진수 소아청소년과의원,전라남도,순천시,"전라남도 순천시 용당삼산로 17, 2층 (용당동)",34.9733091,127.4896721
최진현소아청소년과의원,경기도,남양주시,"경기도 남양주시 진접읍 해밀예당3로 61, 301호 (중앙프라자)",37.7151115,127.1978038
최하주소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 신길로 28, 4층 (신길동, KT대방지점)",37.495282,126.909109
최혁소아청소년과의원,충청북도,충주시,"충청북도 충주시 계명대로 233, (연수동)",36.9827432,127.9406042
최홍주소아청소년과의원,부산광역시,부산사하구,"부산광역시 사하구 제석로 56, (당리동)",35.1055489,128.9748012
추소아청소년과의원,울산광역시,울산중구,"울산광역시 중구 다운로 117, 2층 (다운동)",35.5631002,129.2666962
친구들소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 흥덕2로87번길 18, (영덕동, 이씨티)",37.2757338,127.0719098
코끼리소아청소년과의원,부산광역시,부산남구,"부산광역시 남구 진남로127번길 8, 2층 (대연동)",35.1385596,129.0808485
코끼리소아청소년과의원,세종특별자치시,세종시,"세종특별자치시 한누리대로 2012, 코끼리타워 401호,402호 (소담동)",36.4853735,127.2998425
코끼리소아청소년과의원,경기도,화성시,"경기도 화성시 동탄대로시범길 142, 센텀프라자 206,207호 (청계동)",37.1997997,127.1135769
코난소아청소년과의원,세종특별자치시,세종시,"세종특별자치시 남세종로 73, 1층 109,110호 (집현동)",36.4801412,127.3014616
코알라소아청소년과의원,경기도,안산단원구,"경기도 안산시 단원구 화랑로 160, 단지내 상가 203~205호 (초지동)",37.3223059,126.8066239
코코소아청소년과의원,인천광역시,인천연수구,"인천광역시 연수구 인천타워대로197번길 16, 2층 241,242호 (송도동)",37.398339,126.6318444
쿠키연합소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 진천로 77, 301동 207,208호 (진천동, 진천역 계룡 리슈빌)",35.8155799,128.522037
퀸스메디소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 동일로 1059, (공릉동)",37.6304722,127.0909904
퀸스산부인과의원,충청남도,천안서북구,"충청남도 천안시 서북구 성정공원1길 9-13, (성정동)",36.8264819,127.1378037
큰별소아청소년과의원,광주광역시,광주광산구,"광주광역시 광산구 임방울대로 310, 아이비타워 303호 (수완동)",35.2060084,126.8297948
큰사랑소아청소년과의원,전라남도,광양시,"전라남도 광양시 광장로 125, A동 1층 111호 (중동, 광양시티프라자)",34.9354153,127.6939576
키다리소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 지정면 신지정로 316-1, 302,303호",37.3822221,127.8726586
키드키드 소아청소년과의원,경상북도,경산시,"경상북도 경산시 펜타힐즈2로 27, 중산타워 304호 (중산동)",35.8271424,128.717957
키앤아이소아청소년과의원,광주광역시,광주서구,"광주광역시 서구 상무누리로 4, 7층 (치평동)",35.1436656,126.8415226
키앤키즈의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 5층 제5B 02호 (잠실동)",37.5142742,127.0696816
키우리소아청소년과의원,충청북도,청주흥덕구,"충청북도 청주시 흥덕구 대농로 43, 2층 219호 (복대동, 신영지웰시티)",36.6438269,127.4251878
키움성장의원,서울특별시,서초구,"서울특별시 서초구 반포대로 287, 309,310,311호 (반포동, 래미안퍼스티지중심상가)",37.5044951,127.0007548
키즈드림소아청소년과의원,경기도,시흥시,"경기도 시흥시 장현장곡로 6, 5층 501~504호 (장곡동)",37.3791115,126.7897782
키즈맘소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 올림픽로35길 10, 상가B동 2층 212호 (신천동, 파크리오)",37.5202793,127.1131592
키즈메디소아청소년과의원,강원도,홍천군,"강원특별자치도 홍천군 홍천읍 홍천로 326, (홍천읍)",37.688161,127.8816565
키즈메디소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 능라동길 61, (무실동)",37.3341504,127.9312276
키즈메디소아청소년과의원,울산광역시,울산남구,"울산광역시 남구 신복로72번길 28-6, 2층 (무거동)",35.5520129,129.2549333
키즈쑥쑥소아청소년과의원,서울특별시,성북구,"서울특별시 성북구 북악산로 845, 상가203동 지상4층 (정릉동, 쌍용아파트)",37.5995534,127.0183314
키즈앤하이성장의원,경기도,화성시,"경기도 화성시 동탄대로 446, 동탄역 그란비아스타 3008호 (청계동)",37.1932959,127.0998404
키즈엘소아청소년과의원,서울특별시,광진구,"서울특별시 광진구 능동로 18, 202호 (자양동, 이튼타워리버3차)",37.5328765,127.0682422
키즈엠소아청소년과의원,경기도,성남중원구,"경기도 성남시 중원구 양현로 469, 3층 302호 (여수동)",37.4169827,127.1343744
키즈온소아청소년과의원,전라북도,전주덕진구,"전북특별자치도 전주시 덕진구 세병로 92, 에코시티 데시앙 네스트 3블럭 1층 104호, 105호 (송천동2가)",35.8750441,127.1372187
키즈원소아청소년과의원,경기도,수원권선구,"경기도 수원시 권선구 호매실로104번길 24-61, 604,605호 (호매실동, 금호프라자)",37.2584161,126.9625814
키즈원소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 도래울로 104, 402호 (도내동, KB골든타워)",37.6343767,126.8719617
키즈웰소아청소년과의원,서울특별시,중랑구,"서울특별시 중랑구 동일로 932, 202동 210,211,302호 (묵동, 묵동자이아파트)",37.61377890000001,127.0775237
키즈웰소아청소년과의원,인천광역시,인천계양구,"인천광역시 계양구 오조산로 1, 401호 (작전동, 거승프라자)",37.5309437,126.737813
키즈웰소아청소년과의원,충청북도,청주청원구,"충청북도 청주시 청원구 오창읍 오창대로 315, 208호 (올리브상가)",36.7113413,127.4276721
키즈웰소아청소년과의원,대전광역시,대전서구,"대전광역시 서구 도안대로 25, 104,105호 (관저동)",36.3038196,127.3343886
키즈웰소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 석산로 159, 401호 (간석동, 보인프라자)",37.460774,126.7097563
키즈웰소아청소년과의원,경기도,양주시,"경기도 양주시 옥정로 142, (옥정동,메디컬프라자2)301,302호 (옥정동)",37.8141884,127.0903767
키즈웰의원,경기도,고양일산서구,"경기도 고양시 일산서구 고봉로 291, 에이스스타디움 3층 301호 (일산동)",37.6852905,126.7771757
키즈위즈 소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 435, (신천동, 상가A동 504호)",37.5205362,127.1061511
키즈톡스소아청소년과의원,전라북도,전주완산구,"전북특별자치도 전주시 완산구 호암로 59, 2층 (효자동2가)",35.8094875,127.1011021
키즈하임소아청소년과의원,경기도,평택시,"경기도 평택시 평남로 941, (비전동, 우성메디피아)",37.1300037,126.9214594
키즈힐소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 압구정로34길 11, 압구정스퀘어 201호 (신사동)",37.5273895,127.030957
키즈힐소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 향기로 14, 정성프라자 304호 (향동동)",37.5940309,126.8872312
키큰나무소아청소년과의원,광주광역시,광주광산구,"광주광역시 광산구 사암로340번길 47, (월곡동,3층)",35.1753574,126.8113828
키클소아청소년과의원,인천광역시,인천중구,"인천광역시 중구 하늘별빛로65번길 8-11, 메이채프라자 401~2호 (중산동)",37.4894554,126.5624175
키탑소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 법원로 128, 문정역SKV1 B동 3층 301, 302호 (문정동)",37.4886192,127.13372
킨더웰소아청소년과의원,서울특별시,중구,"서울특별시 중구 다산로 168, 나동 3층 (신당동, 성원빌딩)",37.5584521,127.0130864
킴스아산의원,서울특별시,관악구,"서울특별시 관악구 관악로 268, 1층 (봉천동)",37.4879226,126.9582933
킴앤리소아청소년과이비인후과의원,서울특별시,영등포구,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",37.5198918,126.8846804
킹소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 완정로 172, 402호 (마전동)",37.6026107,126.6574051
타임소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 중앙로 371, 2층 (이도이동)",33.4953153,126.5394492
탑소아청소년과의원,경기도,양주시,"경기도 양주시 옥정로 208, 선양프라자 403호 (옥정동)",37.8103949,127.0928141
탑팀재활의학과의원,광주광역시,광주북구,"광주광역시 북구 빛고을대로 466, 탑팀메디플래닛 1, 2층 (연제동)",35.2033592,126.866072
태림의원,경기도,오산시,"경기도 오산시 수청로 188, 201호 (금암동, 롯데슈퍼)",37.1773421,127.0457016
태소아과의원,경기도,부천오정구,"경기도 부천시 오정구 오정로 250, (오정동)",37.5351033,126.7831393
태영성모의원,서울특별시,구로구,"서울특별시 구로구 새말로 83, 2층 (구로동)",37.5052546,126.8891002
태평수소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 수정로 115-1, 5층 (태평동)",37.4416611,127.1332164
테크노키즈소아과의원,대전광역시,대전유성구,"대전광역시 유성구 테크노4로 141, (관평동)",36.4222513,127.3877813
토리소아청소년과의원,대전광역시,대전서구,"대전광역시 서구 청사로 130, 41호 (월평동, 청사로프라자)",36.3594282,127.3783771
통영자모소아청소년과의원,경상남도,통영시,"경상남도 통영시 무전대로 4, 201호 (무전동, 장미빌딩)",34.8602065,128.4211251
트리니티소아청소년과의원,경기도,화성시,"경기도 화성시 남양읍 시청로 109, 301호",37.2011717,126.8258123
튼튼나무소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 이음1로 383, 세중시그니쳐 6~7층 607~611,701~711호 (원당동)",37.5818616,126.7103305
튼튼사랑소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)",37.54430079999999,126.9549311
튼튼사랑소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 동탄지성로 550-24, B동 2층 203호 (망포동)",37.2409193,127.0493735
튼튼소아과의원,서울특별시,동대문구,"서울특별시 동대문구 사가정로 148, (전농동)",37.5766417,127.060466
튼튼소아과의원,서울특별시,은평구,"서울특별시 은평구 은평터널로 196, 2층 (신사동)",37.5958278,126.9091315
튼튼소아과의원,서울특별시,성북구,"서울특별시 성북구 정릉로31길 6, (정릉동)",37.6035664,127.0165361
튼튼소아과의원,경기도,김포시,"경기도 김포시 풍무로 85, (풍무동)",37.6032571,126.7214012
튼튼소아과의원,인천광역시,인천부평구,"인천광역시 부평구 안남로 261, (산곡동)",37.5061811,126.7085832
튼튼소아과의원,대구광역시,대구북구,"대구광역시 북구 대천로 94, 2층 (동천동)",35.9366243,128.559359
튼튼소아청소년과의원,서울특별시,양천구,"서울특별시 양천구 지양로 73, 2층 (신월동)",37.5219812,126.833568
튼튼소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 동산로 64, 4층 (양재동, WTC빌딩)",37.4718064,127.0457937
튼튼소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 풍성로 55, 1층 (풍납동)",37.5339897,127.1186848
튼튼소아청소년과의원,경기도,남양주시,"경기도 남양주시 와부읍 덕소로97번길 9, 216,217호 (일신프라자)",37.5868143,127.2125016
튼튼소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 봉영로 1569, (영통동, 뉴월드프라자 4층)",37.2519836,127.0709969
튼튼소아청소년과의원,강원도,태백시,"강원특별자치도 태백시 서황지로 4, 한마음산부인과 3층 (황지동)",37.1720573,128.9901294
튼튼소아청소년과의원,강원도,양구군,"강원특별자치도 양구군 양구읍 사명길 50-10, (양구읍)",38.1043518,127.9886443
튼튼소아청소년과의원,충청북도,청주서원구,"충청북도 청주시 서원구 산남로 85, (산남동, 원흥빌딩)",36.6107843,127.4647277
튼튼소아청소년과의원,충청북도,제천시,"충청북도 제천시 독순로 79, (중앙로2가)",37.1403069,128.2124367
튼튼소아청소년과의원,대전광역시,대전서구,"대전광역시 서구 둔산로 210-1, (둔산동)",36.3510423,127.3972892
튼튼소아청소년과의원,대전광역시,대전대덕구,"대전광역시 대덕구 동춘당로94번길 11-27, 402호 (송촌동, 하나로플라자)",36.3664154,127.4389499
튼튼소아청소년과의원,충청남도,당진시,"충청남도 당진시 당진중앙2로 211-15, 203호 (읍내동, 서해빌딩)",36.8973274,126.6345683
튼튼소아청소년과의원,전라북도,정읍시,"전북특별자치도 정읍시  학산로 117-16, (상동)",35.56385849999999,126.8661729
튼튼소아청소년과의원,전라남도,여수시,"전라남도 여수시 여서1로 54, 2층 (여서동)",34.7522242,127.7037431
튼튼소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 조암남로32길 30, 3층 302호 (대천동)",35.8186278,128.5159051
튼튼소아청소년과의원,울산광역시,울산중구,"울산광역시 중구 번영로 590, 5층 (남외동)",35.5689779,129.3465664
튼튼소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 과원북4길 35, 늘푸른빌딩 3층 (노형동)",33.4812775,126.4863703
튼튼소아청소년과의원,경기도,평택시,"경기도 평택시 현촌4길 2-41, 2층 (용이동, 한국마트 주차빌딩)",36.9991236,127.1332104
튼튼소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 논고개로 61, 4층 402호 (논현동, 라피에스타)",37.3974055,126.7274143
튼튼소아청소년과의원,인천광역시,인천중구,"인천광역시 중구 흰바위로 31, (운서동, 에어로시티 3층)",37.4927478,126.4884622
튼튼키즈소아청소년과의원,충청남도,공주시,"충청남도 공주시 번영1로 154, 2층 (신관동)",36.4741071,127.1445459
파란소아청소년과의원,강원도,강릉시,"강원특별자치도 강릉시 선수촌로 64-3, 유천이스턴빌딩 2층 202호 (홍제동)",37.756876,128.8706983
파란소아청소년과의원,전라남도,나주시,"전라남도 나주시 월정1길 41, 3층 301호 (빛가람동)",35.009744,126.7873076
파스텔연세소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 신반포로33길 27, 305호 (잠원동, 파스텔프라자)",37.5100065,127.0097255
파티마소아청소년과의원,경상북도,구미시,"경상북도 구미시 상사서로 64, (상모동)",36.0881692,128.3555643
파티마소아청소년과의원,경상남도,창원성산구,"경상남도 창원시 성산구 동산로 124, (상남동, 성원그랜드쇼핑)",35.2193673,128.6915842
파티마연합 정 소아청소년과의원,경상북도,경산시,"경상북도 경산시 펜타힐즈2로 57, 4층, 9층 (중산동)",35.8287393,128.7197866
패밀리소아청소년과의원,부산광역시,부산강서구,"부산광역시 강서구 명지오션시티10로 16, 상가동(222동)동 236호,237호 (명지동, 영어도시 퀸덤1차)",35.0854913,128.8977771
퍼스트365소아청소년과의원,대전광역시,대전유성구,"대전광역시 유성구 테크노중앙로 40, 3,4층 (관평동, 남일프라자)",36.4265947,127.3899247
퍼스트소아청소년과의원,충청남도,논산시,"충청남도 논산시 중앙로 274, (취암동, 시온빌딩)",36.1915553,127.0983525
퍼스트소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 동판교로 59, 4층 405호 (백현동, 자유퍼스트)",37.3883735,127.1150102
퍼스트키즈소아청소년과의원,경기도,안양동안구,"경기도 안양시 동안구 경수대로 563, 현대제우스타워 4층 401호 (호계동)",37.3780332,126.9544688
평촌M&M소아과의원,경기도,안양동안구,"경기도 안양시 동안구 동안로 120, (호계동, 평촌스포츠센타 4층 404호-405호 일부)",37.3895446,126.9522309
평촌센트럴소아청소년과의원,경기도,안양동안구,"경기도 안양시 동안구 시민대로 260, 안양금융센터 A.F.C 402,403,404호 (관양동)",37.3936574,126.959529
평화소아청소년과의원,부산광역시,부산중구,"부산광역시 중구 광복중앙로34번길 14, (대청동2가)",35.1021838,129.0315325
평화소아청소년과의원,경상남도,통영시,"경상남도 통영시 중앙로 289, (북신동)",34.8561978,128.4283378
평화편한몸의원,전라북도,전주완산구,"전북특별자치도 전주시 완산구 장승배기로 261, 3층 (평화동1가)",35.7954511,127.1394961
포근한소아청소년과의원,부산광역시,부산동래구,"부산광역시 동래구 사직북로19번길 20, 사직동 메디컬센터 2층 (사직동)",35.1975389,129.0593606
포유문산부인과의원,서울특별시,송파구,"서울특별시 송파구 양재대로60길 3-13, 가락동 문산부인과 (가락동)",37.4988864,127.1171286
포키즈소아청소년과 의원,경기도,과천시,"경기도 과천시 별양로 39, 위버필드1동상가 2층 203,204호 (원문동)",37.4229913,126.9905305
표소아청소년과의원,경기도,파주시,"경기도 파주시 해올1길 7, 303,304호 (다율동)",37.7338323,126.7300292
표진원소아청소년과의원,경기도,김포시,"경기도 김포시 김포한강9로 73, 5층 503호 (구래동, 김포센트럴프라자)",37.6433635,126.6255252
푸르미소아청소년과의원,부산광역시,부산강서구,"부산광역시 강서구 명지국제8로 257, 5층 502,503호 (명지동)",35.0982894,128.9208983
